dataset_name,site,treatment,activity_media_name,stream_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,K,Potassium,as K,Filterable,0.39000,mg/L,,,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,K,Potassium,as K,Filterable,0.26000,mg/L,,,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,K,Potassium,as K,Filterable,0.42000,mg/L,,,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,K,Potassium,as K,Filterable,0.80000,mg/L,,,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,MG,Magnesium,as Mg,Filterable,0.33000,mg/L,,,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,MG,Magnesium,as Mg,Filterable,0.81000,mg/L,,,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,MG,Magnesium,as Mg,Filterable,0.42000,mg/L,,,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,MG,Magnesium,as Mg,Filterable,0.75000,mg/L,,,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,NA,Sodium,as Na,Filterable,0.72000,mg/L,,,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,NA,Sodium,as Na,Filterable,1.63000,mg/L,,,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,NA,Sodium,as Na,Filterable,0.92000,mg/L,,,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,NA,Sodium,as Na,Filterable,1.13000,mg/L,,,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,NO2,Nitrite,as N,Filterable,1.00000,ug/L,,,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,NO2,Nitrite,as N,Filterable,2.00000,ug/L,,,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,NO2,Nitrite,as N,Filterable,0.00000,ug/L,,,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,NO2,Nitrite,as N,Filterable,0.00000,ug/L,,,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,PARTC,Carbon,as C,Non-Filterable (Particle),1042.50000,ug/L,,,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,PARTC,Carbon,as C,Non-Filterable (Particle),175.10000,ug/L,,,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,PARTC,Carbon,as C,Non-Filterable (Particle),296.90000,ug/L,,,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,PARTC,Carbon,as C,Non-Filterable (Particle),514.50000,ug/L,,,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),56.70000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),18.90000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),12.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),104.50000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),1.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),2.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),4.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),7.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,PH,pH,,Unfiltered,6.93900,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,PH,pH,,Unfiltered,5.06000,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,PH,pH,,Unfiltered,6.34300,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,PH,pH,,Unfiltered,4.31800,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,SO4,Sulfate,as SO4,Filterable,0.32000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,SO4,Sulfate,as SO4,Filterable,1.40000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,SO4,Sulfate,as SO4,Filterable,1.75000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,SO4,Sulfate,as SO4,Filterable,1.79000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,SRSI,"Silica, reactive",as Si,Dissolved,2.44800,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,SRSI,"Silica, reactive",as Si,Dissolved,3.70800,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,SRSI,"Silica, reactive",as Si,Dissolved,4.70000,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,SRSI,"Silica, reactive",as Si,Dissolved,4.48900,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,977.00000,ug/L,,,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,452.00000,ug/L,,,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,537.00000,ug/L,,,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,260.00000,ug/L,,,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-22,,,ALK,"Alkalinity, total",,Unfiltered,162.20000,ueq/L,,,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-22,,,ALK,"Alkalinity, total",,Unfiltered,23.80000,ueq/L,,,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-22,,,ALK,"Alkalinity, total",,Unfiltered,116.20000,ueq/L,,,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-22,,,ALK,"Alkalinity, total",,Unfiltered,0.00000,ueq/L,,,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-22,,,CA,Calcium,as Ca,Filterable,0.94000,mg/L,,,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-22,,,CA,Calcium,as Ca,Filterable,2.75000,mg/L,,,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-22,,,CA,Calcium,as Ca,Filterable,1.33000,mg/L,,,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-22,,,CA,Calcium,as Ca,Filterable,2.78000,mg/L,,,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-22,,,CL,Chloride,as Cl,Filterable,0.25000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-22,,,CL,Chloride,as Cl,Filterable,0.13000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-22,,,CL,Chloride,as Cl,Filterable,0.13000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-22,,,CL,Chloride,as Cl,Filterable,0.13000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-22,,,COND,Conductivity,,Unfiltered,28.80000,uS/cm,,,0.05,uS/cm,Method Detection Level,,ELA-Cond,Radiometer CDM 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-22,,,COND,Conductivity,,Unfiltered,23.40000,uS/cm,,,0.05,uS/cm,Method Detection Level,,ELA-Cond,Radiometer CDM 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-22,,,COND,Conductivity,,Unfiltered,17.90000,uS/cm,,,0.05,uS/cm,Method Detection Level,,ELA-Cond,Radiometer CDM 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-22,,,COND,Conductivity,,Unfiltered,24.70000,uS/cm,,,0.05,uS/cm,Method Detection Level,,ELA-Cond,Radiometer CDM 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-22,,,DIC,Inorganic carbon,,Dissolved,159.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-22,,,DIC,Inorganic carbon,,Dissolved,221.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-22,,,DIC,Inorganic carbon,,Dissolved,209.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-22,,,DIC,Inorganic carbon,,Dissolved,270.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-22,,,DOC,Organic carbon,,Filterable,2417.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-22,,,DOC,Organic carbon,,Filterable,1481.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-22,,,DOC,Organic carbon,,Filterable,1301.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
